M=SL_NWP_Log
V=2026/06/16-16:38:02
526 SL_LOG_SIGNAL_LOST_DID  common: Signal lost: %d
6498 WLAN_SUPP_EAP_TTLS_F_EMPTY_DATA_BEGINNING_PHASE_2  
6499 WLAN_SUPP_EAP_TTLS_F_FAIL_ALLOC_MEM_FAKE_EAP  
6500 WLAN_SUPP_EAP_TTLS_F_FAIL_ENCRYPT_PHASE_2_FRAME  
6501 WLAN_SUPP_EAP_TTLS_F_NO_EAP_MSG_PKT_DROPPED  
6502 WLAN_SUPP_EAP_TTLS_F_SHORT_PHASE_2_EAP_FRAME  EAP-TTLS: Too short Phase 2 EAP frame (len=%lu, expected %lu or more) - dropped
6503 WLAN_SUPP_EAP_TTLS_F_LEN_MISMATCH_PHASE_2_EAP  EAP-TTLS: Length mismatch in Phase 2 EAP frame (EAP hdr len=%lu, EAP data len in AVP=%lu)
6504 WLAN_SUPP_EAP_TTLS_F_RECV_PHASE_2_CODE_IDENTIFIER  EAP-TTLS: received Phase 2: code=%d identifier=%d length=%lu
6505 WLAN_SUPP_EAP_TTLS_F_PHASE2_REQ_PROC_FAIL  
6506 WLAN_SUPP_EAP_TTLS_F_UNEXP_CODE_PHASE_2_EAP  EAP-TTLS: Unexpected code=%d in Phase 2 EAP header
6507 WLAN_SUPP_EAP_TTLS_F_EAP_TTLS_MSCHAPV2_RECV_MS  
6508 WLAN_SUPP_EAP_TTLS_F_NO_MS_CHAP2_SUCCESS_AVP  
6509 WLAN_SUPP_EAP_TTLS_F_IDENT_MISMATCH_PHASE_2_MSCHAPV2  EAP-TTLS: Ident mismatch for Phase 2 MSCHAPV2 (received Ident 0x%02x, expected 0x%02x)
6510 WLAN_SUPP_EAP_TTLS_F_INVAL_AUTHENTICATOR_RSP_PHASE_2  
6511 WLAN_SUPP_EAP_TTLS_F_PHASE_2_MSCHAPV2_AUTH_SUCCEEDED  
6512 WLAN_SUPP_EAP_TTLS_F_MSCHAPV2_NOT_INCLUDED_BUILD_2  
6513 WLAN_SUPP_EAP_TTLS_F_PHASE_2_RECV_UNEXP_TUNNELED  
6514 WLAN_SUPP_EAP_TTLS_F_PHASE_2_RECV_EAP_NON  
6515 WLAN_SUPP_EAP_TTLS_F_START_TNC_DONE_NON_EAP  
6516 WLAN_SUPP_EAP_TTLS_F_PHASE_2_RECV_UNEXP_TUNNELED_2  
6517 WLAN_SUPP_EAP_TTLS_F_PHASE2_REQ_PROC_FAIL_2  
6518 WLAN_SUPP_EAP_TTLS_F_SESSION_RESUMPTION_SKIP_PHASE_2  
6519 WLAN_SUPP_EAP_TTLS_F_RECV_BYTES_ENC_DATA_PHASE  EAP-TTLS: received %lu bytes encrypted data for Phase 2
6520 WLAN_SUPP_EAP_TTLS_F_PEND_PHASE_2_REQ_SKIP  
6521 WLAN_SUPP_EAP_TTLS_F_EXTERNAL_CERT_CHECK_SUCCEEDED_CONTINUE  
6522 WLAN_SUPP_EAP_TTLS_F_EXTERNAL_CERT_CHECK_FAIL_FORCE  
6523 WLAN_SUPP_EAP_TTLS_F_CONTINUING_WAIT_EXTERNAL_SERVER_CERT  
6524 WLAN_SUPP_EAP_TTLS_F_TLS_PROC_FAIL  
6525 WLAN_SUPP_EAP_TTLS_F_WAITING_EXTERNAL_SERVER_CERT_VALIDATION  
6526 WLAN_SUPP_EAP_TTLS_F_TLS_DONE_PROCEED_PHASE_2  
6527 WLAN_SUPP_EAP_TTLS_F_FAST_REAUTH_SKIP_PHASE_2  
6528 WLAN_SUPP_EAP_TTLS_F_FAIL_PROC_EARLY_START_PHASE  
6529 WLAN_SUPP_EAP_TTLS_F_AUTH_DONE_SUCCESSFULLY  
6530 WLAN_SUPP_EAP_TTLS_F_AUTH_DONE_SUCCESSFULLY_CONT  
6531 WLAN_SUPP_EAP_TTLS_F_RESTORE_SUCCESS_DECISION_FRAGMENTED_FRA  
6532 WLAN_SUPP_EAP_TTLS_F_START_SERVER_VER_OWN  EAP-TTLS: Start (server ver=%d, own ver=%d)
6533 WLAN_SUPP_EAP_WSC_F_LN57  
6534 WLAN_SUPP_EAP_WSC_F_INVAL_NEW_SSID  
6535 WLAN_SUPP_EAP_WSC_F_MISS_NEW_AUTH  
6536 WLAN_SUPP_EAP_WSC_F_UNK_NEW_AUTH  
6537 WLAN_SUPP_EAP_WSC_F_MISS_NEW_ENCR  
6538 WLAN_SUPP_EAP_WSC_F_UNK_NEW_ENCR  
6539 WLAN_SUPP_EAP_WSC_F_INVAL_NEW_KEY  
6540 WLAN_SUPP_EAP_WSC_F_WPS_CONTEXT_NOT_AVAIL  
6541 WLAN_SUPP_EAP_WSC_F_PHASE1_CFG_DATA_NOT_SET  
6542 WLAN_SUPP_EAP_WSC_F_PIN_PBC_NOT_SET_PHASE1  
6543 WLAN_SUPP_EAP_WSC_F_INVAL_PKHASH  
6544 WLAN_SUPP_EAP_WSC_F_FAIL_PARSE_NEW_AP_SETTINGS  
6545 WLAN_SUPP_EAP_WSC_F_PROVIDE_NEW_AP_SETTINGS_WPS  
6546 WLAN_SUPP_EAP_WSC_F_WPS_INIT_FAIL  
6547 WLAN_SUPP_EAP_WSC_F_FRAGMENT_SIZE_LIMIT  EAP-WSC: Fragment size limit %u
6548 WLAN_SUPP_EAP_WSC_F_GENERATING_RSP  
6549 WLAN_SUPP_EAP_WSC_F_SENDING_BYTES_MSG_SENT_COMPLETELY  EAP-WSC: Sending out %lu bytes (message sent completely)
6550 WLAN_SUPP_EAP_WSC_F_SENDING_BYTES_MORE_SEND  EAP-WSC: Sending out %lu bytes (%lu more to send)
6551 WLAN_SUPP_EAP_WSC_F_UNEXP_OP_CODE_FRAGMENT_EXPECTED  EAP-WSC: Unexpected Op-Code %d in fragment (expected %d)
6552 WLAN_SUPP_EAP_WSC_F_FRAGMENT_OVERFLOW  
6553 WLAN_SUPP_EAP_WSC_F_RECV_BYTES_WAITING_MORE  EAP-WSC: Received %lu bytes, waiting for %lu bytes more
6554 WLAN_SUPP_EAP_WSC_F_NO_MSG_LEN_FIELD_FRAGMENTED  
6555 WLAN_SUPP_EAP_WSC_F_NO_MEM_MSG  
6556 WLAN_SUPP_EAP_WSC_F_RECV_BYTES_FIRST_FRAGMENT_WAITING  EAP-WSC: Received %lu bytes in first fragment, waiting for %lu bytes more
6557 WLAN_SUPP_EAP_WSC_F_MSG_UNDERFLOW  
6558 WLAN_SUPP_EAP_WSC_F_INVAL_MSG_LEN  
6559 WLAN_SUPP_EAP_WSC_F_RECV_PKT_OP_CODE_FLAGS  EAP-WSC: Received packet: Op-Code %d Flags 0x%x Message Length %d
6560 WLAN_SUPP_EAP_WSC_F_UNEXP_OP_CODE_WAIT_FRAG  EAP-WSC: Unexpected Op-Code %d in WAIT_FRAG_ACK state
6561 WLAN_SUPP_EAP_WSC_F_FRAGMENT_ACKNOWLEDGED  
6562 WLAN_SUPP_EAP_WSC_F_UNEXP_OP_CODE  EAP-WSC: Unexpected Op-Code %d
6563 WLAN_SUPP_EAP_WSC_F_UNEXP_OP_CODE_WAIT_START  EAP-WSC: Unexpected Op-Code %d in WAIT_START state
6564 WLAN_SUPP_EAP_WSC_F_RECV_START  
6565 WLAN_SUPP_EAP_WSC_F_UNEXP_OP_CODE_2  EAP-WSC: Unexpected Op-Code %d
6566 WLAN_SUPP_EAP_WSC_F_WPS_PROC_DONE_SUCCESSFULLY_WAIT  
6567 WLAN_SUPP_EAP_WSC_F_WPS_PROC_FAIL  
6568 WLAN_SUPP_EAP_WSC_F_FAIL_RECV_MSG_WPS  
6569 WLAN_SUPP_PMKSA_CACHE_POSTPONE_PMKSA_CACHE_ENTRY_EXPIRATION  
6570 WLAN_SUPP_PMKSA_CACHE_EXPIRED_PMKSA_CACHE_ENTRY  
6571 WLAN_SUPP_PMKSA_CACHE_REUSING_PREVIOUS_PMKSA_ENTRY  
6572 WLAN_SUPP_PMKSA_CACHE_REPLACE_PMKSA_ENTRY_CURRENT_AP  
6573 WLAN_SUPP_PMKSA_CACHE_REMOVED_OLDEST_IDLE_PMKSA_CACHE  
6574 WLAN_SUPP_PMKSA_CACHE_ADDED_PMKSA_CACHE_ENTRY_NET  
6575 WLAN_SUPP_PMKSA_CACHE_FLUSH_PMKSA_CACHE_ENTRY  
6576 WLAN_SUPP_PMKSA_CACHE_CONSIDER_OKC  
6577 WLAN_SUPP_PMKSA_CACHE_NOT_CLONE_PMKSA_CACHE_ENTRY  
6578 WLAN_SUPP_PMKSA_CACHE_ADDED_OPPORTUNISTIC_PMKSA_CACHE_ENTRY  
6579 WLAN_SUPP_PMKSA_CACHE_PMKSA_CACHE_SEARCH_NET_CTX  RSN: PMKSA cache search - network_ctx=%p try_opportunistic=%d akmp=0x%x
6580 WLAN_SUPP_PMKSA_CACHE_SEARCH_BSSID  
6581 WLAN_SUPP_PMKSA_CACHE_SEARCH_FILS_CACHE_IDENTIFIER  RSN: Search for FILS Cache Identifier %02x%02x
6582 WLAN_SUPP_PMKSA_CACHE_NOT_ALLOW_PMKSA_CACHE_ENTRY  
6583 WLAN_SUPP_PMKSA_CACHE_NO_PMKSA_CACHE_ENTRY_FOUND  
6584 WLAN_SUPP_PREAUTH_RX_PRE_AUTH  
6585 WLAN_SUPP_PREAUTH_RSN_PRE_AUTH_FRAME_RECV  
6586 WLAN_SUPP_PREAUTH_FAIL_GET_MASTER_SESSION_KEY  
6587 WLAN_SUPP_PREAUTH_PRE_AUTH_DONE_SUCCESSFULLYFAILED  
6588 WLAN_SUPP_PREAUTH_PRE_AUTH_TIMED  
6589 WLAN_SUPP_PREAUTH_STARTING_PRE_AUTH  
6590 WLAN_SUPP_PREAUTH_FAIL_INIT_L2_PKT_PROC  
6591 WLAN_SUPP_PREAUTH_FAIL_INIT_L2_PKT_PROC_2  
6592 WLAN_SUPP_PREAUTH_FAIL_ALLOC_EAPOL_CONTEXT  
6593 WLAN_SUPP_PREAUTH_FAIL_INIT_EAPOL_STATE_MACHINES  
6594 WLAN_SUPP_PREAUTH_PROC_PMKSA_CANDIDATE_LIST  
6595 WLAN_SUPP_PREAUTH_NOT_SUITABLE_STATE_NEW_PRE  
6596 WLAN_SUPP_PREAUTH_PMKSA_CANDIDATE_SEL_PRE_AUTH  
6597 WLAN_SUPP_PREAUTH_PMKSA_CANDIDATE_NOT_NEED_PRE  
6598 WLAN_SUPP_PREAUTH_NO_MORE_PEND_PMKSA_CANDIDATES  
6599 WLAN_SUPP_PREAUTH_IGNORED_PMKID_CANDIDATE_WITHOUT_PREAUTH  
6600 WLAN_SUPP_PREAUTH_ADDED_PMKSA_CACHE_CANDIDATE_PRIO  
6601 WLAN_SUPP_WPA_SEND_EAPOL_KEY_FRAME_VER  
6602 WLAN_SUPP_WPA_FAIL_READ_BSSID_EAPOL_KEY  
6603 WLAN_SUPP_WPA_USE_BSSID_AS_DESTINATION_EAPOL  
6604 WLAN_SUPP_WPA_FAIL_GENERATE_EAPOL_KEY_VER  WPA: Failed to generate EAPOL-Key version %d key_mgmt 0x%x MIC
6605 WLAN_SUPP_WPA_FAIL_READ_BSSID_EAPOL_KEY_2  
6606 WLAN_SUPP_WPA_SENDING_EAPOL_KEY_REQ_ERR  
6607 WLAN_SUPP_WPA_FOUND_MATCHING_PMKID_PMKSA_CACHE  
6608 WLAN_SUPP_WPA_NO_MATCHING_PMKID_FOUND  
6609 WLAN_SUPP_WPA_NEW_PMK_MATCHES_PMKID  
6610 WLAN_SUPP_WPA_PMKID_MISMATCH_AUTH_SERVER_DERIVED  
6611 WLAN_SUPP_WPA_CONTINUE_4_WAY_HS_WITHOUT  
6612 WLAN_SUPP_WPA_FAIL_GET_MASTER_SESSION_KEY  
6613 WLAN_SUPP_WPA_CANCELLED_PMKSA_CACHING_ATTEMPT  
6614 WLAN_SUPP_WPA_NO_PMKSA_ENTRY_FOUND_TRIGGER  
6615 WLAN_SUPP_WPA_NO_WPA_IE_SET_CANNOT  
6616 WLAN_SUPP_WPA_SENDING_EAPOL_KEY_2_4  
6617 WLAN_SUPP_WPA_NO_SSID_INFO_FOUND_MSG  
6618 WLAN_SUPP_WPA_RX_MSG_1_4_WAY  
6619 WLAN_SUPP_WPA_NOT_REPLY_MSG_1_4  
6620 WLAN_SUPP_WPA_FAIL_GET_RANDOM_DATA_SNONCE  
6621 WLAN_SUPP_WPA_FAIL_GET_CHAN_INFO_OCI  
6622 WLAN_SUPP_WPA_FAIL_ALLOC_MEM_KDE_OCI  
6623 WLAN_SUPP_WPA_ADD_IP_ADDR_REQ_KDE  
6624 WLAN_SUPP_WPA_KEY_NEGOTIATION_DONE_PTK_GTK  
6625 WLAN_SUPP_WPA_AUTHENTICATOR_ACCEPTED_OPPORTUNISTIC_PMKSA_ENT  
6626 WLAN_SUPP_WPA_REQ_PTK_REKEYING  
6627 WLAN_SUPP_WPA_INSTALLING_PTK_DRV  
6628 WLAN_SUPP_WPA_PTK_CIPHER_SUITE_NONE_NOT  
6629 WLAN_SUPP_WPA_UNSUPP_PTK_CIPHER  WPA: Unsupported pairwise cipher %d
6630 WLAN_SUPP_WPA_FAIL_SET_PTK_DRV_ALG  
6631 WLAN_SUPP_WPA_DERIVING_NEW_CCKM_KEYS  
6632 WLAN_SUPP_WPA_CCKM_REKEY_NUM_ADVANCED  CCKM - Rekey number is advanced to: %d
6633 WLAN_SUPP_WPA_NOT_RE_INST_SAME_PTK  
6634 WLAN_SUPP_WPA_INSTALLING_PTK_DRV_2  
6635 WLAN_SUPP_WPA_PTK_CIPHER_SUITE_NONE_NOT_2  
6636 WLAN_SUPP_WPA_UNSUPP_PTK_CIPHER_2  WPA: Unsupported pairwise cipher %d
6637 WLAN_SUPP_WPA_TK_LEN_MISMATCH  WPA: TK length mismatch: %d != %lu
6638 WLAN_SUPP_WPA_FAIL_SET_PTK_DRV_ALG_2  
6639 WLAN_SUPP_WPA_FAIL_SET_PTK_DRV_ALG_3  
6640 WLAN_SUPP_WPA_UNSUPP_GRP_CIPHER  WPA: Unsupported Group Cipher %d
6641 WLAN_SUPP_WPA_UNSUPP_GRP_CIPHER_KEY_LEN  
6642 WLAN_SUPP_WPA_NOT_REINSTALLING_ALREADY_USE_GTK  WPA: Not reinstalling already in-use GTK to the driver (keyidx=%d tx=%d len=%d)
6643 WLAN_SUPP_WPA_INSTALLING_GTK_DRV_KEYIDX_TX  WPA: Installing GTK to the driver (keyidx=%d tx=%d len=%d)
6644 WLAN_SUPP_WPA_FAIL_SET_GTK_DRV_GRP  
6645 WLAN_SUPP_WPA_FAIL_SET_GTK_DRV_ALG  WPA: Failed to set GTK to the driver (alg=%d keylen=%d keyidx=%d)
6646 WLAN_SUPP_WPA_TX_BIT_SET_GTK_PTK  
6647 WLAN_SUPP_WPA_RSC_LIKELY_BOGUS_USING_0  
6648 WLAN_SUPP_WPA_FAIL_INST_GTK  
6649 WLAN_SUPP_WPA_NOT_REINSTALLING_ALREADY_USE_IGTK  WPA: Not reinstalling already in-use IGTK to the driver (keyidx=%d)
6650 WLAN_SUPP_WPA_IGTK_KEYID_PN  
6651 WLAN_SUPP_WPA_INVAL_IGTK_KEYID  WPA: Invalid IGTK KeyID %d
6652 WLAN_SUPP_WPA_IGNORE_IGTK_CFG_ERR_DUE  
6653 WLAN_SUPP_WPA_FAIL_CFG_IGTK_DRV  
6654 WLAN_SUPP_WPA_SRC  
6655 WLAN_SUPP_WPA_NO_WPA_IE_BEACON_PROBERESP  
6656 WLAN_SUPP_WPA_NO_RSN_IE_BEACON_PROBERESP  
6657 WLAN_SUPP_WPA_MDIE_MSG_3_4_NOT  
6658 WLAN_SUPP_WPA_MDIE_MISMATCH  
6659 WLAN_SUPP_WPA_NO_FTIE_EAPOL_KEY_MSG  
6660 WLAN_SUPP_WPA_FTIE_MISMATCH  
6661 WLAN_SUPP_WPA_NO_PMKR1NAME_FT_4_WAY  
6662 WLAN_SUPP_WPA_PMKR1NAME_MISMATCH_FT_4_WAY  
6663 WLAN_SUPP_WPA_NO_WPA_RSN_IE_AP  
6664 WLAN_SUPP_WPA_NOT_FIND_AP_SCAN_RESULTS  
6665 WLAN_SUPP_WPA_FOUND_CURRENT_AP_UPDATED_SCAN  
6666 WLAN_SUPP_WPA_RSNXE_MISMATCH_BETWEEN_BEACON_PROBERESP  
6667 WLAN_SUPP_WPA_RSNE_OVERRIDE_ELEMENT_MISMATCH_BETWEEN  
6668 WLAN_SUPP_WPA_OLD_MIC_N  
6669 WLAN_SUPP_WPA_NEW_MIC_N  
6670 WLAN_SUPP_WPA_CCKM_INVAL_EAPOL_KEY_MIC  
6671 WLAN_SUPP_WPA_GRP_CIPHER_SUITE_NONE_NOT  
6672 WLAN_SUPP_WPA_UNSUPP_GRP_CIPHER_2  WPA: Unsupported group cipher %d
6673 WLAN_SUPP_WPA_SENDING_EAPOL_KEY_4  
6674 WLAN_SUPP_WPA_RX_MSG_3_4_WAY  
6675 WLAN_SUPP_WPA_GTK_IE_UNENCRYPTED_KEY_DATA  
6676 WLAN_SUPP_WPA_IGTK_KDE_UNENCRYPTED_KEY_DATA  
6677 WLAN_SUPP_WPA_INVAL_IGTK_KDE_LEN  WPA: Invalid IGTK KDE length %lu
6678 WLAN_SUPP_WPA_ANONCE_MSG_1_4_WAY  
6679 WLAN_SUPP_WPA_INVAL_KEY_LEN_SRC  
6680 WLAN_SUPP_WPA_FAIL_GET_CHAN_INFO_VALIDATE  
6681 WLAN_SUPP_WPA_LN1999  
6682 WLAN_SUPP_WPA_NO_GTK_KDE_INCLUDED_EAPOL  
6683 WLAN_SUPP_WPA_FAIL_CFG_GTK  
6684 WLAN_SUPP_WPA_FAIL_CFG_IGTK  
6685 WLAN_SUPP_WPA_GTK_IE_UNENCRYPTED_KEY_DATA_2  
6686 WLAN_SUPP_WPA_NO_GTK_IE_GRP_KEY  
6687 WLAN_SUPP_WPA_FAIL_GET_CHAN_INFO_VALIDATE_2  
6688 WLAN_SUPP_WPA_LN2131  
6689 WLAN_SUPP_WPA_LONG_GTK_IE_LEN  RSN: Too long GTK in GTK IE (len=%lu)
6690 WLAN_SUPP_WPA_FAIL_CFG_IGTK_2  
6691 WLAN_SUPP_WPA_SHORT_MAXKEYLEN  WPA: Too short maxkeylen (%lu)
6692 WLAN_SUPP_WPA_RC4_NOT_SUPPD_BUILD  
6693 WLAN_SUPP_WPA_RC4_KEY_DATA_LONG  WPA: RC4 key data too long (%lu)
6694 WLAN_SUPP_WPA_RC4_FAIL  
6695 WLAN_SUPP_WPA_UNSUPP_AES_WRAP_LEN  WPA: Unsupported AES-WRAP len %lu
6696 WLAN_SUPP_WPA_AES_WRAP_KEY_DATA_LONG  WPA: AES-WRAP key data too long (keydatalen=%lu maxkeylen=%lu)
6697 WLAN_SUPP_WPA_AES_UNWRAP_FAIL_NOT_DECRYPT  
6698 WLAN_SUPP_WPA_UNSUPP_KEY_INFO_TYPE  WPA: Unsupported key_info type %d
6699 WLAN_SUPP_WPA_FAIL_GET_CHAN_INFO_OCI_2  
6700 WLAN_SUPP_WPA_SENDING_EAPOL_KEY_2  
6701 WLAN_SUPP_WPA_GRP_KEY_HS_START_PRIOR  
6702 WLAN_SUPP_WPA_RX_MSG_1_GRP_KEY  
6703 WLAN_SUPP_WPA_GRP_REKEYING_DONE_GTK  
6704 WLAN_SUPP_WPA_INVAL_EAPOL_KEY_MIC_USING  
6705 WLAN_SUPP_WPA_IGNORE_KEY_MIC_FAIL_FUZZ  
6706 WLAN_SUPP_WPA_INVAL_EAPOL_KEY_MIC_DROPPING  
6707 WLAN_SUPP_WPA_IGNORE_KEY_MIC_FAIL_FUZZ_2  
6708 WLAN_SUPP_WPA_NOT_VERIFY_EAPOL_KEY_MIC  
6709 WLAN_SUPP_WPA_PTK_NOT_AVAIL_CANNOT_DECRYPT  
6710 WLAN_SUPP_WPA_RC4_NOT_SUPPD_BUILD_2  
6711 WLAN_SUPP_WPA_DECRYPT_KEY_DATA_USING_RC4  
6712 WLAN_SUPP_WPA_RC4_FAIL_2  
6713 WLAN_SUPP_WPA_DECRYPT_KEY_DATA_USING_AES  WPA: Decrypt Key Data using AES-UNWRAP (KEK length %u)
6714 WLAN_SUPP_WPA_UNSUPP_AES_WRAP_LEN_2  WPA: Unsupported AES-WRAP len %u
6715 WLAN_SUPP_WPA_NO_MEM_AES_UNWRAP_BUF  
6716 WLAN_SUPP_WPA_IGNORE_AES_UNWRAP_FAIL_FUZZ  
6717 WLAN_SUPP_WPA_AES_UNWRAP_FAIL_NOT_DECRYPT_2  
6718 WLAN_SUPP_WPA_UNSUPP_KEY_INFO_TYPE_2  WPA: Unsupported key_info type %d
6719 WLAN_SUPP_WPA_CANCELLING_PMKSA_CACHING_ATTEMPT  
6720 WLAN_SUPP_WPA_CANCELLING_EXTERNAL_PMKSA_CACHING_ATTEMPT  
6721 WLAN_SUPP_WPA_EAPOL_KEY_TYPE    EAPOL-Key type=%d
6722 WLAN_SUPP_WPA_KEY_INFO_0X_VER_KEYIDX  
6723 WLAN_SUPP_WPA_KEY_LEN_DATA    key_length=%u key_data_length=%u
6724 WLAN_SUPP_WPA_NO_ROOM_AES_SIV_DATA  
6725 WLAN_SUPP_WPA_INVAL_AES_SIV_DATA_FRAME  
6726 WLAN_SUPP_WPA_EAPOL_FRAME_SHORT_WPA_KEY  WPA: EAPOL frame too short to be a WPA EAPOL-Key (len %lu, expecting at least %lu)
6727 WLAN_SUPP_WPA_IEEE_802_1X_RX_VER  IEEE 802.1X RX: version=%d type=%d length=%lu
6728 WLAN_SUPP_WPA_EAPOL_FRAME_TYPE_DISCARDED_NOT  WPA: EAPOL frame (type %u) discarded, not a Key frame
6729 WLAN_SUPP_WPA_EAPOL_FRAME_PAYLOAD_SIZE_INVAL  WPA: EAPOL frame payload size %lu invalid (frame size %lu)
6730 WLAN_SUPP_WPA_IGNORING_BYTES_IEEE_802_1X  WPA: ignoring %lu bytes after the IEEE 802.1X data
6731 WLAN_SUPP_WPA_EAPOL_KEY_TYPE_UNK_DISCARDED  WPA: EAPOL-Key type (%d) unknown, discarded
6732 WLAN_SUPP_WPA_INVAL_EAPOL_KEY_FRAME_DATA  WPA: Invalid EAPOL-Key frame - key_data overflow (%u > %u)
6733 WLAN_SUPP_WPA_UNSUPP_EAPOL_KEY_DESCRIPTOR_VER  WPA: Unsupported EAPOL-Key descriptor version %d
6734 WLAN_SUPP_WPA_AP_NOT_USE_AES_128  
6735 WLAN_SUPP_WPA_AP_NOT_USE_NEGOTIATED_AES  
6736 WLAN_SUPP_WPA_CCMP_USED_EAPOL_KEY_DESCRIPTOR  WPA: CCMP is used, but EAPOL-Key descriptor version (%d) is not 2
6737 WLAN_SUPP_WPA_BACKWARDS_COMPATIBILITY_ALLOW_INVAL_VER  
6738 WLAN_SUPP_WPA_INTEROPERABILITY_WORKAROUND_ALLOW_INCORRECT_HM  
6739 WLAN_SUPP_WPA_GCMP_USED_EAPOL_KEY_DESCRIPTOR  WPA: GCMP is used, but EAPOL-Key descriptor version (%d) is not 2
6740 WLAN_SUPP_WPA_EAPOL_KEY_REPLAY_COUNTER_NOT  
6741 WLAN_SUPP_WPA_UNSUPP_SMK_BIT_KEY_INFO  
6742 WLAN_SUPP_WPA_NO_ACK_BIT_KEY_INFO  
6743 WLAN_SUPP_WPA_EAPOL_KEY_REQ_BIT_DROPPED  
6744 WLAN_SUPP_WPA_IGNORE_EAPOL_KEY_ENC_UNAUTHENTICATED  
6745 WLAN_SUPP_WPA_IGNORED_EAPOL_KEY_PTK_NON  
6746 WLAN_SUPP_WPA_EAPOL_KEY_GRP_WITHOUT_MIC  
6747 WLAN_SUPP_WPA_PMKSA_CACHE_ENTRY_FREE_CB  
6748 WLAN_SUPP_WPA_CURRENT_PMKSA_ENTRYREPLACEDREMOVED  
6749 WLAN_SUPP_WPA_DEAUTHENTICATING_DUE_EXPIRED_PMK  
6750 WLAN_SUPP_WPA_PMKSA_CACHE_INIT_FAIL  
6751 WLAN_SUPP_WPA_ASSOC_EVENT_CLEAR_REPLAY_COUNTER  
6752 WLAN_SUPP_WPA_CLEAR_OLD_PTK  
6753 WLAN_SUPP_WPA_NO_CURRENT_PMKSA_CLEAR_PMK  
6754 WLAN_SUPP_WPA_REPLACE_ASSOC_WPA_RSN_IE  
6755 WLAN_SUPP_WPA_CLEARING_OWN_WPA_RSN_IE  
6756 WLAN_SUPP_WPA_CLEARING_OWN_RSNXE  
6757 WLAN_SUPP_WPA_CLEARING_AP_WPA_IE  
6758 WLAN_SUPP_WPA_CLEARING_AP_RSN_IE  
6759 WLAN_SUPP_WPA_CLEARING_AP_RSNXE  
6760 WLAN_SUPP_WPA_CLEARING_AP_RSNE_OVERRIDE_ELEMENT  
6761 WLAN_SUPP_WPA_NO_WPA_RSN_IE_AVAIL  
6762 WLAN_SUPP_WPA_CLEAR_OLD_PMK_PTK  
6763 WLAN_SUPP_WPA_UNSUPP_GRP_CIPHER_SUITE  
6764 WLAN_SUPP_WPA_GTK_LEN_MISMATCH_VS  GTK len mismatch len %d vs %d
6765 WLAN_SUPP_WPA_FAIL_INST_GTK_WNM_MODE  
6766 WLAN_SUPP_WPA_UNK_ELEMENT_ID  
6767 WLAN_SUPP_WPA_UPDATED_KEY_REPLAY_COUNTER  
6768 WLAN_SUPP_WPA_UPDATED_PTK_KCK  
6769 WLAN_SUPP_WPA_UPDATED_PTK_KEK  
6770 WLAN_SUPP_WPA_NO_ROOM_FINITE_CYCLIC_GRP  
6771 WLAN_SUPP_WPA_UNEXP_CHANGE_FINITE_CYCLIC_GRP  FILS: Unexpected change in Finite Cyclic Group: %u (expected %u)
6772 WLAN_SUPP_WPA_NO_ROOM_ELEMENT  
6773 WLAN_SUPP_WPA_NO_ECDH_STATE_AVAIL  
6774 WLAN_SUPP_WPA_ECDH_OP_FAIL  
6775 WLAN_SUPP_WPA_NOT_PARSE_ELEMENTS  
6776 WLAN_SUPP_WPA_NO_RSN_ELEMENT  
6777 WLAN_SUPP_WPA_NO_FILS_NONCE_FIELD  
6778 WLAN_SUPP_WPA_FILS_FT_NO_MDE_FTE  
6779 WLAN_SUPP_WPA_FILS_FT_FAIL_PARSE_IES  
6780 WLAN_SUPP_WPA_FILS_FT_NO_R0KH_ID  
6781 WLAN_SUPP_WPA_FILS_FT_NO_R1KH_ID  
6782 WLAN_SUPP_WPA_INVAL_PMKID_SEL  
6783 WLAN_SUPP_WPA_PMKID_MISMATCH  
6784 WLAN_SUPP_WPA_MATCHING_PMKID_CONTINUE_USING_PMKSA  
6785 WLAN_SUPP_WPA_NO_PMKID_MATCH_CANNOT_USE  
6786 WLAN_SUPP_WPA_NO_FILS_SESSION_ELEMENT  
6787 WLAN_SUPP_WPA_SESSION_MISMATCH  
6788 WLAN_SUPP_WPA_PMKID_NOT_AVAIL  
6789 WLAN_SUPP_WPA_ERP_PROC_SUCCEEDED_ADD_PMKSA  
6790 WLAN_SUPP_WPA_NO_REMAINING_OPTIONS_CONTINUE_FILS  
6791 WLAN_SUPP_WPA_FAIL_DERIVE_PTK  
6792 WLAN_SUPP_WPA_ECDH_NOT_INIT  
6793 WLAN_SUPP_WPA_GAP_NOT_AVAIL  
6794 WLAN_SUPP_WPA_INVAL_GRP_CIPHER  FT: Invalid group cipher (%d)
6795 WLAN_SUPP_WPA_INVAL_PTK_CIPHER  FT: Invalid pairwise cipher (%d)
6796 WLAN_SUPP_WPA_FILS_FT_INVAL_KEY_MGMT  FILS+FT: Invalid key management type (%d)
6797 WLAN_SUPP_WPA_FILS_FT_NOT_DERIVE_PMK  
6798 WLAN_SUPP_WPA_FILS_FT_R1KH_ID  
6799 WLAN_SUPP_WPA_FILS_FT_NOT_DERIVE_PMKR1NAME  
6800 WLAN_SUPP_WPA_FAIL_GET_CHAN_INFO_OCI_3  
